image_name,colour_rank,hex,red,green,blue,lab_l,lab_a,lab_b
sea_076.jpg,7,#354750,53,71,80,28.88,-4.39,-7.94
sea_076.jpg,8,#263743,38,55,67,22.2,-3.44,-9.76
sea_076.jpg,9,#385263,56,82,99,33.44,-4.63,-12.96
sea_076.jpg,10,#769099,118,144,153,58.12,-6.77,-8.06
sea_077.jpg,1,#9DC6F0,157,198,240,78.34,-3.52,-25.4
sea_077.jpg,2,#192D41,25,45,65,17.69,-0.79,-15.23
sea_077.jpg,3,#273C53,39,60,83,24.66,-1.16,-16.43
sea_077.jpg,4,#374E67,55,78,103,32.39,-1.54,-17.19
sea_077.jpg,5,#486179,72,97,121,39.96,-2.3,-16.55
sea_077.jpg,6,#A7CAE9,167,202,233,79.77,-4.61,-19.3
sea_077.jpg,7,#6F8699,111,134,153,54.76,-3.6,-13.11
sea_077.jpg,8,#5C748A,92,116,138,47.73,-3.13,-15.1
sea_077.jpg,9,#BAD9F1,186,217,241,85.08,-5.06,-15.08
sea_077.jpg,10,#869AAA,134,154,170,62.44,-3.4,-10.93
sea_078.jpg,1,#011A3D,1,26,61,9.68,6.55,-25.22
sea_078.jpg,2,#031F40,3,31,64,11.65,4.68,-24.11
sea_078.jpg,3,#0C2546,12,37,70,14.72,3.65,-23.03
sea_078.jpg,4,#162E4D,22,46,77,18.5,2.62,-22.34
sea_078.jpg,5,#232F45,35,47,69,19.44,1.43,-14.87
sea_078.jpg,6,#2C3943,44,57,67,23.33,-2.56,-7.78
sea_078.jpg,7,#3B4457,59,68,87,28.84,1.22,-12.6
sea_078.jpg,8,#405056,64,80,86,32.82,-4.79,-5.57
sea_078.jpg,9,#566070,86,96,112,40.38,0.13,-10.13
sea_078.jpg,10,#1A3176,26,49,118,22.66,17.87,-42.3
sea_079.jpg,1,#7F9EB8,127,158,184,63.7,-4.63,-16.99
sea_079.jpg,2,#7196B6,113,150,182,60.48,-4.4,-21.06
sea_079.jpg,3,#8DA2B5,141,162,181,65.61,-3.02,-12.3
sea_079.jpg,4,#346B98,52,107,152,43.68,-3.45,-29.89
sea_079.jpg,5,#195785,25,87,133,35.5,-2.51,-30.92
sea_079.jpg,6,#4F7FA9,79,127,169,51.34,-3.78,-27.52
sea_079.jpg,7,#05426E,5,66,110,26.93,0.03,-30.17
sea_079.jpg,8,#043150,4,49,80,19.32,-1.57,-22.68
sea_079.jpg,9,#5B7286,91,114,134,46.93,-3.29,-13.87
sea_079.jpg,10,#285067,40,80,103,32.03,-6.21,-17.76
sea_080.jpg,1,#9DBCD4,157,188,212,74.65,-5.11,-15.45
sea_080.jpg,2,#3E6E96,62,110,150,44.65,-3.43,-27.03
sea_080.jpg,3,#76A5D1,118,165,209,66.0,-4.13,-27.41
sea_080.jpg,4,#6495C8,100,149,200,60.25,-2.37,-31.32
sea_080.jpg,5,#205881,32,88,129,35.61,-3.49,-28.18
sea_080.jpg,6,#084068,8,64,104,25.96,-1.05,-27.73
sea_080.jpg,7,#88B3D6,136,179,214,71.17,-5.9,-22.0
sea_080.jpg,8,#032A4C,3,42,76,16.47,1.88,-24.72
sea_080.jpg,9,#5C83AB,92,131,171,53.39,-2.68,-25.32
sea_080.jpg,10,#87A1BC,135,161,188,65.1,-2.43,-17.21
sea_081.jpg,1,#4B6B8C,75,107,140,44.03,-2.09,-21.55
sea_081.jpg,2,#8FB3D5,143,179,213,71.54,-3.99,-21.12
sea_081.jpg,3,#3A5777,58,87,119,35.99,-0.84,-21.36
sea_081.jpg,4,#607D9A,96,125,154,51.32,-2.76,-18.98
sea_081.jpg,5,#78A1C6,120,161,198,64.53,-4.16,-23.57
sea_081.jpg,6,#2B4360,43,67,96,27.85,0.12,-19.91
sea_081.jpg,7,#A8C5DF,168,197,223,78.15,-4.06,-16.05
sea_081.jpg,8,#1E3047,30,48,71,19.47,0.17,-16.15
sea_081.jpg,9,#7891AA,120,145,170,59.18,-3.15,-15.95
sea_081.jpg,10,#5D88AE,93,136,174,54.96,-4.13,-24.63
sea_082.jpg,1,#193861,25,56,97,23.24,4.39,-27.99
sea_082.jpg,2,#162B4A,22,43,74,17.39,3.05,-21.64
sea_082.jpg,3,#144A6D,20,74,109,29.71,-3.69,-25.56
sea_082.jpg,4,#0D566D,13,86,109,33.74,-12.24,-19.11
sea_082.jpg,5,#1E6B92,30,107,146,42.66,-9.3,-27.47
sea_082.jpg,6,#103B4D,16,59,77,22.76,-7.34,-15.4
sea_082.jpg,7,#1A84A5,26,132,165,51.18,-16.74,-25.47
sea_082.jpg,8,#076C7D,7,108,125,41.76,-19.5,-16.38
sea_082.jpg,9,#17578C,23,87,140,35.69,0.7,-35.18
sea_082.jpg,10,#708CAA,112,140,170,57.27,-2.67,-18.87
sea_083.jpg,1,#0142B4,1,66,180,32.24,29.78,-64.88
sea_083.jpg,2,#0153C1,1,83,193,37.78,23.64,-63.24
sea_083.jpg,3,#0164CB,1,100,203,43.29,16.33,-60.0
sea_083.jpg,4,#037CD7,3,124,215,51.14,5.93,-54.62
sea_083.jpg,5,#012E76,1,46,118,21.0,18.22,-45.23
sea_083.jpg,6,#1D99E2,29,153,226,60.24,-6.19,-45.74
sea_083.jpg,7,#02204E,2,32,78,13.31,10.01,-31.28
sea_083.jpg,8,#235698,35,86,152,36.49,7.03,-40.84
sea_083.jpg,9,#183856,24,56,86,22.64,-0.89,-21.34
sea_083.jpg,10,#8DB7E5,141,183,229,73.07,-2.73,-27.61
sea_084.jpg,1,#4BA7B7,75,167,183,63.75,-22.36,-16.7
sea_084.jpg,2,#19A9E6,25,169,230,65.08,-13.77,-40.51
sea_084.jpg,3,#0398DD,3,152,221,59.57,-8.43,-44.3
sea_084.jpg,4,#59BBED,89,187,237,72.07,-13.91,-33.67
sea_084.jpg,5,#0186D5,1,134,213,53.75,-0.77,-49.16
sea_084.jpg,6,#89C3EA,137,195,234,76.23,-9.05,-25.13
sea_084.jpg,7,#0171CA,1,113,202,47.06,7.26,-53.21
sea_084.jpg,8,#3D8D9B,61,141,155,54.36,-19.99,-14.67
sea_084.jpg,9,#279ABD,39,154,189,59.09,-18.86,-27.14
sea_084.jpg,10,#235973,35,89,115,35.57,-8.75,-20.04
sea_085.jpg,1,#0C5761,12,87,97,33.57,-17.67,-11.47
sea_085.jpg,2,#10606F,16,96,111,37.1,-16.88,-15.08
sea_085.jpg,3,#034A53,3,74,83,28.32,-16.36,-10.56
sea_085.jpg,4,#0F637E,15,99,126,38.7,-13.0,-21.83
sea_085.jpg,5,#94C0D5,148,192,213,75.38,-9.91,-14.91
sea_085.jpg,6,#A4C7D2,164,199,210,77.98,-9.07,-9.6
sea_085.jpg,7,#83B6D2,131,182,210,71.49,-9.89,-19.36
sea_085.jpg,8,#2F7595,47,117,149,46.22,-11.15,-23.65
sea_085.jpg,9,#8DADBD,141,173,189,69.02,-7.65,-11.45
sea_085.jpg,10,#5D90AB,93,144,171,57.39,-9.86,-19.51
sea_086.jpg,1,#A4BBDB,164,187,219,75.15,-0.79,-18.54
sea_086.jpg,2,#95ACCE,149,172,206,69.6,-0.07,-19.93
sea_086.jpg,3,#273652,39,54,82,22.55,2.77,-19.04
sea_086.jpg,4,#869DBF,134,157,191,64.11,-0.02,-20.44
sea_086.jpg,5,#1C2942,28,41,66,16.84,3.0,-17.48
sea_086.jpg,6,#405577,64,85,119,35.69,2.15,-22.04
sea_086.jpg,7,#334565,51,69,101,29.06,2.86,-21.03
sea_086.jpg,8,#4E6589,78,101,137,42.35,1.59,-22.88
sea_086.jpg,9,#748CB0,116,140,176,57.7,-0.07,-21.34
sea_086.jpg,10,#5E779C,94,119,156,49.47,0.83,-22.71
sea_087.jpg,1,#497CAB,73,124,171,50.44,-2.81,-30.42
sea_087.jpg,2,#5388B6,83,136,182,54.78,-3.91,-29.65
sea_087.jpg,3,#3F70A1,63,112,161,46.03,-1.47,-30.98
sea_087.jpg,4,#5F94C1,95,148,193,59.43,-4.69,-28.9
sea_087.jpg,5,#6EA1CD,110,161,205,64.37,-5.08,-27.67
sea_087.jpg,6,#2B5582,43,85,130,35.4,0.53,-29.42
sea_087.jpg,7,#376496,55,100,150,41.46,0.72,-32.05
sea_087.jpg,8,#35628E,53,98,142,40.4,-1.5,-28.68
sea_087.jpg,9,#82B1DA,130,177,218,70.29,-5.17,-25.7
sea_087.jpg,10,#20476D,32,71,109,29.22,-0.46,-25.85
sea_088.jpg,1,#01539E,1,83,158,35.38,9.04,-46.71
sea_088.jpg,2,#124A97,18,74,151,32.54,12.84,-46.97
sea_088.jpg,3,#1D4394,29,67,148,30.55,17.34,-48.05
sea_088.jpg,4,#005CA5,0,92,165,38.54,5.98,-45.75
sea_088.jpg,5,#0066AD,0,102,173,41.87,2.86,-44.74
sea_088.jpg,6,#0072B7,0,114,183,46.12,-0.62,-43.89
sea_088.jpg,7,#0D5094,13,80,148,33.84,7.33,-42.69
sea_088.jpg,8,#005D9A,0,93,154,38.23,0.32,-39.27
sea_088.jpg,9,#0082C6,0,130,198,51.75,-4.44,-43.54
sea_088.jpg,10,#0070A7,0,112,167,44.71,-5.93,-36.7
sea_089.jpg,1,#8AADDF,138,173,223,69.87,0.69,-29.12
sea_089.jpg,2,#03447F,3,68,127,28.73,5.75,-38.1
sea_089.jpg,3,#A8BFE0,168,191,224,76.54,-0.55,-19.14
sea_089.jpg,4,#055863,5,88,99,33.74,-17.47,-13.09
sea_089.jpg,5,#07578D,7,87,141,35.61,-0.31,-36.04
sea_089.jpg,6,#739AD1,115,154,209,62.82,1.39,-32.35
sea_089.jpg,7,#0A5395,10,83,149,34.79,5.58,-41.71
sea_089.jpg,8,#3279AE,50,121,174,48.65,-4.18,-34.58
sea_089.jpg,9,#21707B,33,112,123,43.25,-19.58,-12.72
sea_089.jpg,10,#739AB2,115,154,178,61.63,-7.27,-17.02
sea_090.jpg,1,#4D8396,77,131,150,51.88,-12.53,-15.64
sea_090.jpg,2,#2A6579,42,101,121,39.73,-12.16,-17.27
sea_090.jpg,3,#678B9D,103,139,157,55.91,-8.07,-13.58
sea_090.jpg,4,#487185,72,113,133,45.45,-8.7,-15.44
sea_090.jpg,5,#34778B,52,119,139,46.54,-14.66,-17.26
sea_090.jpg,6,#8199A9,129,153,169,61.79,-4.43,-11.49
sea_090.jpg,7,#64778A,100,119,138,49.27,-2.55,-12.41
sea_090.jpg,8,#4A586B,74,88,107,37.09,-0.69,-12.45
sea_090.jpg,9,#2A5164,42,81,100,32.45,-7.44,-15.38
sea_090.jpg,10,#2D3B4B,45,59,75,24.19,-0.79,-11.65
sea_091.jpg,1,#024D71,2,77,113,30.68,-6.18,-26.07
sea_091.jpg,2,#013F61,1,63,97,24.93,-3.76,-24.93
sea_091.jpg,3,#196A8D,25,106,141,41.99,-10.96,-25.6
sea_091.jpg,4,#0A5B7F,10,91,127,36.25,-8.72,-26.17
sea_091.jpg,5,#317B9B,49,123,155,48.57,-12.33,-23.77
sea_091.jpg,6,#498CA8,73,140,168,55.01,-12.87,-21.36
sea_091.jpg,7,#A6C8D3,166,200,211,78.46,-8.59,-9.39
sea_091.jpg,8,#90BAC9,144,186,201,73.03,-10.42,-12.14
sea_091.jpg,9,#609BB3,96,155,179,61.07,-12.92,-18.37
sea_091.jpg,10,#78ABBE,120,171,190,67.27,-12.16,-15.14
sea_092.jpg,1,#87A8C6,135,168,198,67.39,-3.75,-19.22
sea_092.jpg,2,#A7BED9,167,190,217,76.26,-2.0,-16.01
sea_092.jpg,3,#054060,5,64,96,25.45,-4.72,-23.42
sea_092.jpg,4,#074E77,7,78,119,31.4,-3.66,-29.02
sea_092.jpg,5,#023046,2,48,70,18.29,-5.3,-18.0
sea_092.jpg,6,#6999C1,105,153,193,61.44,-5.49,-25.68
sea_092.jpg,7,#5585A6,85,133,166,53.4,-6.94,-22.59
sea_092.jpg,8,#116295,17,98,149,39.71,-3.87,-33.98
sea_092.jpg,9,#377DAC,55,125,172,50.01,-6.53,-31.57
sea_092.jpg,10,#2A6689,42,102,137,40.95,-7.58,-24.95
sea_093.jpg,1,#093951,9,57,81,22.19,-5.82,-18.82
sea_093.jpg,2,#032A41,3,42,65,15.77,-3.41,-18.05
sea_093.jpg,3,#164861,22,72,97,28.65,-7.34,-19.4
sea_093.jpg,4,#255A75,37,90,117,35.84,-8.02,-20.92
sea_093.jpg,5,#557F9C,85,127,156,51.39,-6.72,-19.85
sea_093.jpg,6,#6D9AB5,109,154,181,61.39,-7.92,-19.05
sea_093.jpg,7,#2E7090,46,112,144,44.55,-10.21,-23.61
sea_093.jpg,8,#406A84,64,106,132,42.84,-6.77,-18.93
sea_093.jpg,9,#488AA9,72,138,169,54.46,-11.87,-22.81
sea_093.jpg,10,#8FB2C9,143,178,201,70.86,-6.33,-15.69
sea_094.jpg,1,#177884,23,120,132,46.16,-22.1,-14.04
sea_094.jpg,2,#0E6D77,14,109,119,41.91,-21.59,-12.67
sea_094.jpg,3,#218490,33,132,144,50.48,-22.88,-14.71
sea_094.jpg,4,#36909A,54,144,154,55.01,-22.87,-13.54
sea_094.jpg,5,#136368,19,99,104,38.1,-21.15,-8.96
sea_094.jpg,6,#297074,41,112,116,43.33,-20.44,-8.8
sea_094.jpg,7,#035759,3,87,89,33.18,-21.23,-7.31
sea_094.jpg,8,#387F84,56,127,132,49.06,-20.26,-9.8
sea_094.jpg,9,#52999E,82,153,158,58.85,-20.75,-9.71
sea_094.jpg,10,#69A6A8,105,166,168,64.17,-19.08,-7.22
sea_095.jpg,1,#022E41,2,46,65,17.34,-6.43,-15.8
sea_095.jpg,2,#043A52,4,58,82,22.63,-6.75,-18.99
sea_095.jpg,3,#0A4863,10,72,99,28.51,-8.04,-20.96
sea_095.jpg,4,#155875,21,88,117,34.83,-9.63,-22.02
sea_095.jpg,5,#5C88A3,92,136,163,54.66,-7.76,-19.05
sea_095.jpg,6,#437996,67,121,150,48.41,-9.4,-20.84
sea_095.jpg,7,#7296AE,114,150,174,60.25,-6.03,-16.85
sea_095.jpg,8,#296986,41,105,134,41.64,-10.4,-22.24
sea_095.jpg,9,#87A4BA,135,164,186,65.87,-4.6,-14.61
sea_095.jpg,10,#9DB3C7,157,179,199,71.88,-3.16,-12.93
sea_096.jpg,1,#0006AB,0,6,171,20.36,56.93,-78.95
sea_096.jpg,2,#010FBD,1,15,189,23.69,59.67,-84.14
sea_096.jpg,3,#011CD0,1,28,208,27.79,60.59,-88.45
sea_096.jpg,4,#000385,0,3,133,14.13,47.81,-65.94
sea_096.jpg,5,#000499,0,4,153,17.39,52.65,-72.81
sea_096.jpg,6,#000375,0,3,117,11.53,43.09,-59.77
sea_096.jpg,7,#000363,0,3,99,8.71,38.03,-53.1
sea_096.jpg,8,#023EEE,2,62,238,37.19,53.4,-90.11
sea_096.jpg,9,#045FF4,4,95,244,45.24,35.94,-80.5
sea_096.jpg,10,#2E9CF0,46,156,240,62.1,-1.42,-50.59
sea_097.jpg,1,#1A76B5,26,118,181,47.67,-3.01,-40.11
sea_097.jpg,2,#0171BA,1,113,186,46.15,0.98,-45.69
sea_097.jpg,3,#092C48,9,44,72,17.24,-0.9,-20.68
sea_097.jpg,4,#0F3E63,15,62,99,25.14,-0.59,-26.41
sea_097.jpg,5,#3F5067,63,80,103,33.5,-0.36,-15.45
sea_097.jpg,6,#0160AC,1,96,172,40.28,5.88,-46.84
sea_097.jpg,7,#506884,80,104,132,43.19,-1.54,-18.05
sea_097.jpg,8,#6885A3,104,133,163,54.51,-2.88,-18.82
sea_097.jpg,9,#303B4C,48,59,76,24.67,0.23,-11.69
sea_097.jpg,10,#91AAC4,145,170,196,68.69,-2.85,-16.18
sea_098.jpg,1,#60868D,96,134,141,53.32,-11.1,-8.17
sea_098.jpg,2,#789DA4,120,157,164,62.27,-10.65,-7.99
sea_098.jpg,3,#8AB1B9,138,177,185,69.66,-11.33,-8.41
sea_098.jpg,4,#475E6B,71,94,107,38.51,-5.23,-10.13
sea_098.jpg,5,#476F76,71,111,118,44.34,-12.32,-8.09
sea_098.jpg,6,#5E7482,94,116,130,47.6,-4.67,-10.1
sea_098.jpg,7,#223741,34,55,65,21.71,-5.12,-9.02
sea_098.jpg,8,#334A56,51,74,86,30.05,-5.37,-9.84
sea_098.jpg,9,#778F9B,119,143,155,57.92,-5.42,-9.28
sea_098.jpg,10,#A8CAD5,168,202,213,79.32,-9.3,-9.03
sea_099.jpg,1,#93AFC8,147,175,200,70.12,-3.93,-15.88
sea_099.jpg,2,#A4BDD4,164,189,212,75.46,-3.34,-14.54
sea_099.jpg,3,#809FBA,128,159,186,64.19,-4.3,-17.21
sea_099.jpg,4,#6E90AC,110,144,172,58.24,-4.7,-18.65
sea_099.jpg,5,#5D809D,93,128,157,52.11,-4.55,-19.63
sea_099.jpg,6,#B4CBE2,180,203,226,80.8,-3.23,-13.53
sea_099.jpg,7,#4C708E,76,112,142,45.78,-4.08,-20.61
sea_099.jpg,8,#3B5F7D,59,95,125,38.69,-3.73,-20.84
sea_099.jpg,9,#264A67,38,74,103,30.1,-2.84,-21.0
sea_099.jpg,10,#122E4B,18,46,75,18.17,1.19,-21.56
sea_100.jpg,1,#0B2341,11,35,65,13.44,3.52,-22.14
sea_100.jpg,2,#2E94EC,46,148,236,59.66,2.01,-52.67
sea_100.jpg,3,#087CDE,8,124,222,51.46,9.03,-57.97
sea_100.jpg,4,#033A7B,3,58,123,25.11,11.77,-41.75
sea_100.jpg,5,#0362C5,3,98,197,42.43,15.29,-58.17
sea_100.jpg,6,#044BA0,4,75,160,33.18,14.99,-50.99
sea_100.jpg,7,#71A5F0,113,165,240,67.14,3.54,-42.62
sea_100.jpg,8,#042E5F,4,46,95,19.1,7.8,-32.94
sea_100.jpg,9,#ABB8F1,171,184,241,75.72,8.27,-29.89
sea_100.jpg,10,#5273A8,82,115,168,48.15,3.75,-32.08
